average daily cases day 1,average daily cases day 2,average daily cases day 3,average daily cases day 4,average daily cases day 5,average daily cases day 6,average daily cases day 7,average daily cases day 8,average daily cases day 9,average daily cases day 10,average daily cases day 11,average daily cases day 12,average daily cases day 13,average daily cases day 14,average daily cases day 15,average daily cases day 16,average daily cases day 17,average daily cases day 18,average daily cases day 19,average daily cases day 20,average daily cases day 21,average daily cases day 22,average daily cases day 23,average daily cases day 24,average daily cases day 25,average daily cases day 26,average daily cases day 27,average daily cases day 28,average daily cases day 29,average daily cases day 30,average daily cases day 31,average daily cases day 32,average daily cases day 33,average daily cases day 34,average daily cases day 35,average daily cases day 36,average daily cases day 37,average daily cases day 38,average daily cases day 39,average daily cases day 40,average daily cases day 41,average daily cases day 42,average daily cases day 43,average daily cases day 44,average daily cases day 45,average daily cases day 46,average daily cases day 47,average daily cases day 48,average daily cases day 49,average daily cases day 50,sum,N,I,P,T,runNumb,uniform
8.38,7.705,13.603,24.264,39.818,63.047,98.451,145.291,198.049,244.814,269.71,265.07,236.598,198.735,159.029,124.294,92.318,68.156,49.739,35.475,25.564,18.625,14.051,11.252,9.074,8.006,7.53,7.597,7.778,8.684,9.573,10.501,12.27,14.085,15.711,17.715,19.562,20.422,21.788,21.99,21.449,21.344,20.701,19.236,17.422,15.728,13.93,12.338,10.744,9.466,2786.682,5000,4,5000,50,1000,true
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.466,12.285,26.588,57.386,113.256,195.96,286.341,353.642,366.839,332.212,272.954,206.259,147.893,102.883,69.285,45.996,30.559,20.01,13.298,9.006,6.166,4.575,3.688,3.313,3.468,3.83,4.549,5.472,6.442,7.735,9.368,10.912,12.979,14.532,15.918,17.546,18.578,18.939,18.992,18.429,17.426,16.583,14.828,13.495,11.877,10.612,9.414,8.311,7.508,6.642,2994.245,5000,4,0,50,1000,false
9.284,11.813,26.761,56.35,111.457,194.298,285.668,353.049,369.894,334.926,271.883,205.003,146.594,101.523,68.199,45.203,29.774,19.437,12.707,8.75,5.991,4.378,3.48,3.256,3.294,3.648,4.372,5.086,6.204,7.531,8.82,10.537,12.326,14.053,15.572,17.265,18.249,19.08,18.89,18.526,17.981,16.81,15.369,13.926,12.533,11.166,9.925,8.866,7.73,6.909,2984.346,5000,4,500,50,1000,false
9.363,12.261,27.537,58.312,113.476,196.604,285.521,352.526,364.722,328.174,266.101,201.604,143.727,99.003,66.699,44.717,30.025,19.886,12.84,8.828,6.077,4.465,3.473,3.366,3.348,3.66,4.343,4.992,6.013,7.177,8.618,10.161,11.956,13.888,15.39,16.956,18.294,18.922,19.325,18.947,18.255,17.327,16.29,14.771,13.301,11.767,10.672,9.323,8.302,7.315,2968.62,5000,4,1000,50,1000,false
9.377,12.438,27.711,58.372,114.091,195.677,285.33,348.603,359.745,322.105,261.059,198.331,142.286,98.566,66.965,45.503,30.19,19.756,13.194,8.827,6.103,4.451,3.619,3.37,3.357,3.778,4.348,4.954,5.891,6.979,8.336,9.873,11.589,13.363,15.118,16.752,17.932,18.701,19.362,19.318,18.846,17.821,16.929,15.441,14.094,12.464,11.358,10.031,8.744,7.868,2948.916,5000,4,1500,50,1000,false
9.502,12.326,27.588,58.366,113.817,193.87,282.475,345.674,358.72,321.688,261.005,195.813,139.92,97.067,65.504,43.507,29.41,19.348,12.57,8.533,6.025,4.45,3.688,3.258,3.493,3.573,4.119,4.82,5.852,6.771,8.15,9.595,11.239,13.178,14.747,16.287,17.84,18.984,19.441,19.564,19.133,18.636,17.389,16.08,14.598,13.433,11.963,10.564,9.427,8.249,2931.249,5000,4,2000,50,1000,false
9.382,12.254,27.263,58.476,114.121,194.6,282.991,345.661,354.742,317.049,255.764,192.282,136.916,94.854,64.543,43.178,28.462,18.774,12.413,8.435,5.902,4.324,3.6,3.362,3.468,3.793,4.032,4.767,5.589,6.597,7.867,9.37,10.796,12.5,14.209,16.035,17.33,18.42,19.322,19.367,19.467,18.768,17.756,16.474,15.206,13.862,12.415,11.281,9.898,8.86,2906.797,5000,4,2500,50,1000,false
9.336,11.986,26.973,57.562,112.146,191.326,278.792,340.802,351.07,311.365,250.999,189.775,136.367,94.829,64.904,43.946,29.315,19.38,12.805,8.635,6.229,4.598,3.801,3.566,3.484,3.74,4.156,4.727,5.729,6.61,7.793,9.018,10.587,12.371,14.09,15.351,17.226,18.271,18.989,19.68,19.763,19.272,18.732,17.508,16.081,14.627,12.988,11.938,10.565,9.356,2883.159,5000,4,3000,50,1000,false
9.272,12.085,26.509,56.864,109.576,185.407,270.688,332.428,341.647,307.744,249.84,189.166,136.278,95.278,66.491,45.097,30.159,20.011,13.539,9.236,6.459,4.862,3.948,3.667,3.59,3.713,4.073,4.656,5.375,6.246,7.304,8.672,10.145,12.057,13.416,15.165,16.661,17.981,18.835,19.748,19.761,19.392,18.938,18.147,16.959,15.307,13.991,12.621,11.25,10.214,2850.468,5000,4,3500,50,1000,false
9.339,11.827,26.77,56.701,108.948,184.033,267.956,327.36,336.701,301.969,245.831,185.413,135.17,94.755,65.228,44.423,29.965,20.113,13.549,9.276,6.491,4.899,4.041,3.7,3.713,3.808,4.153,4.698,5.444,6.235,7.355,8.457,9.843,11.111,12.73,14.399,15.757,17.013,18.533,18.889,19.278,19.233,19.092,18.433,17.405,16.121,14.914,13.384,12.086,10.803,2817.345,5000,4,4000,50,1000,false
9.398,11.814,26.544,56.524,108.043,181.87,263.67,320.403,330.522,295.965,240.467,182.434,133.006,94.333,65.229,44.509,29.989,19.988,13.718,9.217,6.567,4.961,4.035,3.683,3.507,3.858,3.998,4.465,5.038,5.783,6.905,7.877,8.922,10.569,12.094,13.483,14.718,16.121,17.549,18.346,18.953,19.23,19.35,18.761,17.995,17.301,16.069,14.577,13.136,11.869,2777.363,5000,4,4500,50,1000,false
9.491,12.149,27.298,58.245,110.85,185.829,268.032,319.549,324.404,286.81,230.28,173.674,126.8,90.194,62.385,42.865,28.794,19.821,13.208,9.12,6.414,4.998,4.153,3.656,3.587,3.684,3.824,4.249,4.758,5.626,6.348,7.276,8.416,9.824,11.13,12.355,13.918,14.906,16.362,17.584,18.098,18.879,18.866,18.456,18.046,17.539,16.215,15.192,13.903,12.442,2730.502,5000,4,5000,50,1000,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.614,7.89,14.302,25.613,45.389,78.428,130.156,201.165,283.28,350.751,380.059,361.661,307.651,241.152,181,131.805,98.396,73.806,56.546,44.63,35.103,28.219,22.627,18.34,15.181,12.403,10.612,9.288,8.461,7.834,7.355,6.871,6.422,6.12,5.743,5.375,5.139,4.533,4.33,3.934,3.681,3.534,3.072,3.048,2.815,2.768,2.595,2.452,2.386,2.26,3274.795,5000,4,5000,50,1000,true
9.356,12.019,26.892,57.097,112.358,196.999,291.646,363.708,383.446,352.599,294.217,232.79,178.234,136.453,104.853,80.913,64.383,51.104,40.953,33.295,27.183,21.979,18.091,14.923,13.073,11.643,10.505,9.975,9.217,8.819,8.145,7.719,7.209,6.805,6.265,5.728,5.262,4.941,4.544,4.281,4.03,3.818,3.611,3.493,3.26,3.121,2.995,2.918,2.72,2.605,3262.193,5000,4,5000,50,1000,false
