average daily cases day 1,average daily cases day 2,average daily cases day 3,average daily cases day 4,average daily cases day 5,average daily cases day 6,average daily cases day 7,average daily cases day 8,average daily cases day 9,average daily cases day 10,average daily cases day 11,average daily cases day 12,average daily cases day 13,average daily cases day 14,average daily cases day 15,average daily cases day 16,average daily cases day 17,average daily cases day 18,average daily cases day 19,average daily cases day 20,average daily cases day 21,average daily cases day 22,average daily cases day 23,average daily cases day 24,average daily cases day 25,average daily cases day 26,average daily cases day 27,average daily cases day 28,average daily cases day 29,average daily cases day 30,average daily cases day 31,average daily cases day 32,average daily cases day 33,average daily cases day 34,average daily cases day 35,average daily cases day 36,average daily cases day 37,average daily cases day 38,average daily cases day 39,average daily cases day 40,average daily cases day 41,average daily cases day 42,average daily cases day 43,average daily cases day 44,average daily cases day 45,average daily cases day 46,average daily cases day 47,average daily cases day 48,average daily cases day 49,average daily cases day 50,sum,N,I,P,T,runNumb,uniform
21.471,79.054,283.416,636.473,758.302,540.289,291.561,143.52,75.304,40.279,19.877,9.589,4.748,2.425,1.21,0.666,0.333,0.165,0.077,0.083,0.084,0.094,0.098,0.117,0.143,0.168,0.201,0.261,0.312,0.324,0.452,0.495,0.597,0.714,0.852,1.007,1.157,1.334,1.556,1.631,1.858,2.083,2.297,2.291,2.328,2.36,2.426,2.325,2.206,2.135,2942.748,5000,4,5000,50,1000,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.243,50.854,168.609,444.752,746.281,722.454,453.238,235.606,118.087,57.833,29.599,15.407,7.707,3.981,1.982,1.003,0.512,0.296,0.155,0.124,0.078,0.1,0.13,0.181,0.243,0.308,0.418,0.542,0.689,1.055,1.36,1.732,2.212,2.681,3.315,3.911,4.501,4.875,5.396,5.573,5.768,5.697,5.123,5.175,4.771,4.35,3.959,3.484,3.115,2.735,3160.2,5000,4,0,50,1000,true
18.604,52.217,172.653,447.31,746.177,714.769,451.358,234.271,116.358,57.371,29.003,14.983,7.631,3.746,1.953,0.973,0.515,0.259,0.135,0.101,0.085,0.083,0.12,0.16,0.21,0.274,0.37,0.519,0.629,0.89,1.109,1.461,1.883,2.354,2.893,3.429,4.023,4.378,4.809,5.17,5.205,5.282,5.325,5.036,4.682,4.36,4.028,3.637,3.237,2.837,3148.865,5000,4,500,50,1000,true
19.164,53.832,176.188,455.722,750.583,713.175,443.007,228.35,111.56,54.75,28.285,14.132,7.321,3.732,1.791,0.916,0.496,0.233,0.15,0.088,0.089,0.096,0.122,0.164,0.196,0.269,0.342,0.496,0.627,0.751,1.054,1.402,1.753,2.325,2.637,3.167,3.666,4.151,4.46,4.953,5.001,4.966,5.004,4.886,4.507,4.141,3.864,3.602,3.221,2.89,3138.277,5000,4,1000,50,1000,true
18.611,52.205,173.1,449.908,747.306,713.759,445.903,228.571,110.438,54.728,28.533,14.729,7.298,3.641,1.885,0.943,0.502,0.262,0.132,0.101,0.074,0.094,0.132,0.16,0.209,0.25,0.372,0.458,0.547,0.848,1.051,1.323,1.67,2.177,2.598,3.167,3.637,4.03,4.387,4.497,4.925,5.01,4.941,4.753,4.688,4.334,3.999,3.796,3.302,3.004,3126.988,5000,4,1500,50,1000,true
18.676,52.473,173.475,451.677,744.251,713.641,442.885,223.824,108.514,54.442,28.399,14.493,7.179,3.649,1.851,0.918,0.479,0.237,0.133,0.086,0.087,0.093,0.106,0.144,0.184,0.229,0.295,0.394,0.528,0.708,0.936,1.188,1.529,1.864,2.201,2.646,3.148,3.564,3.976,4.278,4.428,4.533,4.747,4.628,4.484,4.305,4.019,3.741,3.404,3.104,3110.773,5000,4,2000,50,1000,true
19.041,53.346,174.636,452.806,747.553,708.694,437.725,219.759,106.217,53.718,28.4,14.764,7.191,3.653,1.862,0.982,0.475,0.254,0.137,0.101,0.08,0.102,0.127,0.155,0.193,0.242,0.345,0.422,0.558,0.687,0.964,1.139,1.518,1.728,2.184,2.554,2.988,3.433,3.765,4.015,4.217,4.358,4.308,4.45,4.316,3.999,3.768,3.482,3.063,2.804,3097.278,5000,4,2500,50,1000,true
18.639,51.998,170.124,443.565,739.405,710.86,439.799,220.164,105.599,54.616,28.707,14.889,7.555,3.773,1.892,0.981,0.469,0.271,0.144,0.091,0.088,0.105,0.131,0.139,0.195,0.212,0.257,0.354,0.48,0.631,0.778,0.95,1.272,1.491,1.816,2.183,2.65,2.909,3.285,3.493,3.801,3.922,4.094,4.005,3.885,3.778,3.554,3.427,3.06,2.82,3073.306,5000,4,3000,50,1000,true
18.909,53.008,172.521,449.904,742.648,704.599,432.811,212.42,102.099,53.927,28.443,14.451,7.188,3.722,1.89,0.928,0.481,0.246,0.143,0.108,0.091,0.088,0.128,0.143,0.156,0.223,0.276,0.337,0.407,0.555,0.664,0.86,1.109,1.36,1.667,1.866,2.252,2.65,2.922,3.139,3.537,3.637,3.643,3.693,3.654,3.656,3.445,3.132,2.94,2.701,3055.377,5000,4,3500,50,1000,true
18.708,52.828,173.609,452.361,746.349,702.458,423.027,204.809,99.169,53.391,28.098,14.056,7.002,3.606,1.867,0.91,0.445,0.281,0.148,0.102,0.085,0.107,0.129,0.115,0.143,0.201,0.258,0.315,0.397,0.502,0.68,0.78,1.038,1.236,1.521,1.719,1.981,2.239,2.617,2.86,3.002,3.301,3.337,3.386,3.328,3.373,3.176,3.042,2.826,2.625,3033.543,5000,4,4000,50,1000,true
18.46,51.576,169.996,441.37,731.843,701.202,430.22,208.847,102.69,55.07,28.714,14.235,7.053,3.603,1.864,0.913,0.49,0.245,0.13,0.113,0.095,0.097,0.109,0.13,0.145,0.169,0.244,0.305,0.361,0.454,0.545,0.73,0.848,1.019,1.169,1.479,1.653,1.855,2.121,2.332,2.546,2.62,2.873,2.944,2.844,2.897,2.867,2.663,2.608,2.372,3011.728,5000,4,4500,50,1000,true
18.454,50.966,168.844,440.585,730.552,702.094,425.321,202.816,100.088,54.748,28.23,13.667,6.777,3.457,1.829,0.899,0.477,0.21,0.12,0.091,0.073,0.114,0.109,0.13,0.133,0.169,0.231,0.262,0.31,0.391,0.481,0.601,0.733,0.847,1,1.114,1.29,1.626,1.711,1.885,2.083,2.333,2.461,2.569,2.624,2.676,2.626,2.614,2.395,2.245,2988.061,5000,4,5000,50,1000,true
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.311,50.487,167.695,439.638,739.891,723.882,462.233,248.998,137.318,82.751,54.567,37.771,27.95,21.412,17.074,13.669,10.802,8.414,6.049,4.29,3.349,3.013,2.836,2.896,2.83,2.81,2.852,2.737,2.729,2.522,2.453,2.338,2.129,1.882,1.696,1.5,1.482,1.393,1.304,1.281,1.197,1.158,1.137,1.07,1.027,1.016,0.996,0.92,0.869,0.839,3329.463,5000,4,5000,50,1000,true
22.429,81.901,293.305,645.439,765.07,551.961,318.358,182.268,111.386,73.269,51.671,38.152,29.164,22.773,18.339,14.705,11.902,8.714,6.027,4.628,4.168,3.935,3.78,3.81,3.714,3.734,3.52,3.454,3.346,3.269,2.986,2.743,2.464,2.205,2.004,1.986,1.808,1.621,1.663,1.562,1.44,1.374,1.366,1.296,1.282,1.273,1.194,1.177,1.078,0.999,3321.712,5000,4,5000,50,1000,false
