average daily cases day 1,average daily cases day 2,average daily cases day 3,average daily cases day 4,average daily cases day 5,average daily cases day 6,average daily cases day 7,average daily cases day 8,average daily cases day 9,average daily cases day 10,average daily cases day 11,average daily cases day 12,average daily cases day 13,average daily cases day 14,average daily cases day 15,average daily cases day 16,average daily cases day 17,average daily cases day 18,average daily cases day 19,average daily cases day 20,average daily cases day 21,average daily cases day 22,average daily cases day 23,average daily cases day 24,average daily cases day 25,average daily cases day 26,average daily cases day 27,average daily cases day 28,average daily cases day 29,average daily cases day 30,average daily cases day 31,average daily cases day 32,average daily cases day 33,average daily cases day 34,average daily cases day 35,average daily cases day 36,average daily cases day 37,average daily cases day 38,average daily cases day 39,average daily cases day 40,average daily cases day 41,average daily cases day 42,average daily cases day 43,average daily cases day 44,average daily cases day 45,average daily cases day 46,average daily cases day 47,average daily cases day 48,average daily cases day 49,average daily cases day 50,sum,N,I,P,T,runNumb,uniform
10.8,16.4,35.8,94.1,228.3,540.2,1164.5,2160.7,3063.2,3152.9,2381.8,1511.6,930.9,584.7,358.7,202.6,126.3,73,44,24.6,15.7,8.1,5.1,5.5,5.4,4.2,4.9,5.7,6.6,7.4,11.5,12.6,11.1,19.7,24.5,35,35.9,40.9,46.3,56.7,66.6,72.4,77.9,79.4,82.2,80.1,77,77.1,70.7,62.9,17814.2,30000,4,27000,50,10,true
16.3,26.3,72.1,180.7,434,977.9,1885.1,2907.1,3217.3,2601.1,1661.6,1022.8,652.5,392.9,232.2,138.5,80.7,43.7,27.8,17.7,9.7,6.4,5.8,5.2,4.8,3.2,5.1,6.7,8.1,10.4,11.1,11.6,14.7,20.2,25,25.4,30.9,36.3,43,53.3,60.7,66.9,72,80,78.3,87,82.8,80.2,69.5,64.3,17666.9,30000,4,30000,50,10,true
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.8,26.7,81.6,278.5,790.9,1773.2,2968.4,3430.8,2864.3,2016.2,1271.1,756,463,261.7,151.7,84.4,53.5,28.4,19.9,9.8,7.6,3.3,2.5,3.7,4.4,7.5,7.3,10.5,11.3,16.2,18.5,27.7,28.7,36.1,48.8,55.4,61.4,75,78.2,81.6,82.5,82.5,75,73.1,67.8,57.8,51.5,41.6,36.3,34.3,18531,30000,4,0,50,10,false
16.1,39.5,120,379.9,1004.1,2173.7,3174.4,3262.3,2613.1,1789.5,1135.8,681.2,395.5,227.3,124.2,75.1,43.3,23.6,13.4,6.6,5.6,3.7,3.8,3.2,4.8,5.2,6.8,9,11.2,13.6,19.7,23.1,29.8,43,48.5,55.3,60.2,75.8,72.7,78.5,84.2,77.9,75.4,71.2,69,56.1,46.8,43.7,35.4,32.4,18464.2,30000,4,3000,50,10,false
17.3,39.1,118.4,366.7,999.1,2101.4,3136.5,3355.8,2679.4,1778.2,1095,640.8,385.1,217.8,122.2,72.6,41.7,25.3,14.2,8.5,6.6,3.9,3.6,3.5,4.3,5.1,7.2,9.4,10.5,13.4,17.3,22.2,29.2,35.8,42,47.2,56.2,65.2,75.7,80.9,83.3,83.5,79.2,71.5,66.4,65.9,54.7,49.9,46.2,35.9,18390.8,30000,4,6000,50,10,false
14.7,35.9,126.8,388.2,1067.4,2253.7,3276.4,3259.7,2529.5,1674,1048.2,599.9,369.6,210.1,122.4,67.1,40.1,24.6,14.4,7.3,4.8,3.5,3.5,2.3,3,5.4,5.4,7.5,9,11.2,14.1,19.1,22.7,27,32.1,41.8,52.3,61.1,70.5,74,79,86.3,83,85.3,80.8,71.6,65.2,55,47.1,43,18296.6,30000,4,9000,50,10,false
12.1,27.9,100.2,290.2,800,1854.3,3056.7,3389.5,2803.3,1893.7,1157.8,684.5,412.9,230.9,138.6,78.7,46.5,24.6,16.7,8.3,5.2,5.4,3.5,2.8,4,5.2,6.5,7.3,8.9,13.2,17.6,20.3,25.4,32.3,38.3,47.7,60.5,64.8,76.6,83.8,78.4,91.9,84.2,74.7,72.2,74.5,56.7,53.1,46.5,43.2,18232.1,30000,4,12000,50,10,false
11.6,25.3,90.5,290,807.2,1863.1,3006.3,3339.3,2748.8,1894.9,1173.4,726.6,425.9,245.9,142.9,87.1,47.6,25.6,15.5,9,6.5,3.9,3.4,3.2,3,5.1,7.2,6.4,7.3,10.9,14.2,20.7,21.4,30.9,35.2,43.6,50,55.7,69.3,74,83.2,93.3,87.6,87.3,80.9,74.9,64.7,61.5,51.7,50,18183.5,30000,4,15000,50,10,false
13.7,32.9,102.5,325.9,943.7,2113.8,3278.1,3379.4,2572.4,1634.2,981.6,604.1,344.2,210.7,117.9,71,41.4,25.1,13.1,7.5,5.6,4.2,3.6,2.8,4.2,4.6,6,7.3,7.9,11.4,14,16.8,23.1,27.6,30.8,38,47.3,52.5,62.3,68.1,75.4,86.4,86.6,86.5,85.5,80,75.8,68.1,61.1,54.1,18010.8,30000,4,18000,50,10,false
16.8,34.6,97.6,313.1,881.7,1983.5,3129.5,3368.8,2674.4,1720.3,1010.2,614.4,363.6,208.5,120.9,67.1,41.1,23.5,13.3,9.5,4.2,3.3,3.3,3.7,4.1,5.8,4.5,7.1,8.9,9.3,12.6,13.7,18.4,24.6,28.1,31,37.6,49.2,57.6,64.7,70.3,75.6,85.6,87.6,87.4,88.8,75.1,74.3,61,65.4,17855.2,30000,4,21000,50,10,false
15.4,33,118.3,369.3,1044.8,2259.6,3328.5,3305.8,2439.2,1478.5,897.9,546.8,328.2,187.2,111.1,61.7,35.9,18,14.3,7.7,3.6,3.6,3.6,3.7,5.2,4.8,4.2,6.6,9,11.2,13.9,17.1,20.4,22.7,32.1,35.9,49.8,54,66.1,68.9,78.1,81.7,82.8,89.2,88.3,87.8,73.3,71.6,62.7,60.8,17813.9,30000,4,24000,50,10,false
15.7,37.6,128.4,394.9,1064.9,2227.1,3281.6,3192,2371.7,1501.4,911.8,551.9,325.7,195.2,109.8,65.3,35.1,21.2,11.9,8.2,3.6,3.1,3.3,3.8,4.1,5.1,5.5,7.4,7.2,9.2,8.2,11.5,15.5,18,20.3,26.6,32,39.4,45.8,54.5,60.1,64.6,76.7,80.4,81.6,89.7,82.1,84.8,76.6,71.3,17543.4,30000,4,27000,50,10,false
15.2,33.4,117.3,373.1,964.5,1956.3,2915.3,3065,2515.3,1699.8,1056.7,641.3,384.5,232.7,130.9,75.9,41.2,25.9,14.3,9.2,4.7,5.1,3,3.4,3.1,3.3,4.3,4.6,8.4,7.5,10,10.4,14.1,17.8,17.8,23.7,27.7,31.4,35.3,43.9,48.3,57.9,60.9,69,78.5,76.7,79.3,84.9,80.9,76.7,17260.4,30000,4,30000,50,10,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.4,20.6,50.5,139,338.2,795,1693.8,3112.5,4302,4462.7,3452.7,2236.5,1284.6,741.6,423.5,237.2,140.4,80.9,46.1,27.9,13.8,10.6,4.9,5,3.3,4.9,6.6,7.9,10.3,11.1,15.4,20.4,24.2,31.1,40.9,57.3,69.5,79.6,87.9,92.6,98.3,98.1,94.5,91.6,87,70.8,63,57.6,45.7,42.8,24943.8,40000,4,0,50,10,true
14.4,29.2,72,185.2,449.5,1026.5,2165,3600.9,4533.7,4190.4,2978,1839.8,1055.7,589,337.1,194.2,114.7,60.4,36,20.6,13.2,8.3,6,4.9,4.6,5.1,5.2,7,8.9,12.7,14.8,20.4,26.6,35,43,53.7,67.2,75.5,87.1,91.2,99.5,104.5,100.9,96.6,84.6,82.5,70.4,56.4,50.6,45.8,24874.5,40000,4,4000,50,10,true
14.1,26.7,65.7,159.8,407.9,955.6,2009.4,3422.8,4430.8,4263.9,3111.9,1961.4,1105.8,645.5,370.6,218.2,119.4,71.2,41.8,21.6,13.7,8.1,5.4,4,3.4,4.6,6,8.4,10.2,12,16.4,19.1,26.6,35.6,42.4,51.1,58.1,72.4,88.2,92.7,103.9,97.8,95.8,90.1,90.8,82.7,73.6,62.3,55.4,47.4,24802.3,40000,4,8000,50,10,true
11,18.7,49.3,137.8,313.6,753.7,1667.8,2983.5,4261.1,4421,3490,2212.2,1274.8,730,425.9,252.2,144.9,78,45.9,26.4,18.1,8.4,7.2,5.3,4,4.9,4.5,7.8,7.9,11.5,14.9,16.9,23.8,30.6,39.7,47.2,60.9,71.8,83.6,93.8,97.1,99.7,100.4,101.4,92.5,82.2,80.6,68,59.4,53.4,24695.3,40000,4,12000,50,10,true
13.9,22.2,55.6,145.5,350.6,844.6,1798.5,3135.7,4269.3,4376,3321.6,2025.9,1183.7,686.3,407.3,240.8,138.1,78.7,43.6,27.3,12.6,9.5,6.4,5,4.5,5.5,4.9,6,7.9,11.5,12.5,18.2,22.2,29.9,36.1,46.4,56,64.9,77.6,89.3,94.9,101.4,103.9,102.9,97.8,89.4,80.4,74.8,64.5,59.4,24561.5,40000,4,16000,50,10,true
13.1,22.6,59,151.3,368.3,871.8,1828.1,3283.5,4418,4258.8,3094.5,1902.8,1121.8,662.6,395.1,236.1,136.1,73.1,45.5,23.8,14.4,9.7,5.6,5,4.8,5.1,5.2,6.9,8.9,10.9,13.8,21.5,23.2,29.5,39,46.2,55.6,63.4,75.9,84.4,103.2,106.5,106.9,107.9,101.7,96.4,84.6,78.6,69.6,58,24408.3,40000,4,20000,50,10,true
12.4,21.1,41.2,120,292.7,701.7,1552.9,2865.6,4201.3,4422,3418.1,2161.6,1253.1,746.8,455,259.4,155.8,84.4,48.9,27.3,16.2,9.7,6.6,4.3,4,5.2,5,8.9,7.1,11.4,14.1,16.1,22.1,30.9,35.6,42.5,50.9,59.1,76.2,79.6,92.7,99.5,99.7,106.3,104.3,101.1,95.5,84.4,74.3,72.2,24276.8,40000,4,24000,50,10,true
13.1,24.1,53.6,132.8,309.5,727.6,1596.9,2906.5,4116.1,4191.1,3250,2130.3,1303.4,784.7,485.8,288.5,160.8,88.2,56,33.5,18.8,11.7,7.4,5.3,6.6,5.4,5.6,6.9,9.4,9.9,13.1,18.2,18.7,28.1,36.1,43.1,58.3,65.4,69.5,78.5,87.6,107.2,105.8,112.6,102.3,103.6,99.3,91.1,77.5,73.1,24128.6,40000,4,28000,50,10,true
10.6,14.7,38.8,103.5,251,607.5,1321.7,2600.5,3950,4331.4,3516.2,2259.5,1375.1,849.3,520.7,308.1,176.1,103.1,56.5,39.3,19.2,11.5,8.8,6.1,5.4,5.6,6.9,7.3,8.9,9.5,12,16.3,19.7,23.4,26.9,34.5,48.7,49,58.1,68.8,76.7,91.8,101.8,110.7,110.5,109.5,101.7,102.1,93.3,79.5,23857.8,40000,4,32000,50,10,true
10.9,15.5,45.7,108.1,259.4,620.2,1362.3,2560.3,3812.6,4204.6,3474.3,2274.3,1409.2,885.5,533.2,321.9,186.1,112.6,64.8,37.7,20.3,13.7,11.8,6.5,6.5,6.2,8.9,8.9,10.3,13,13.9,17.3,25.4,31.9,34.9,44.2,53.7,59.2,78.5,79.2,95.7,98.9,112.5,112.8,112.8,111.7,105.1,100.1,89.9,82.1,23865.1,40000,4,36000,50,10,true
9.8,12.1,34.1,87.9,216.2,502.4,1128.4,2236.6,3565,4248.4,3600.4,2423.2,1525.5,976.9,604.8,351.7,208.1,125.8,77.3,41.6,29.2,17.1,10.4,7.4,7.6,6.9,7.6,6.3,8.1,12.4,13.2,17.6,21.5,25.9,34.2,37.5,44.4,56.1,64.4,75.9,86,96.2,107.7,110.5,115.4,116,116.4,106.2,100,89.5,23523.8,40000,4,40000,50,10,true
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.1,30.5,97.6,293.7,880.5,2197.1,3900.5,4646.8,3951.4,2756.8,1735.7,1044.2,635.1,371.7,206,120,68.7,38,25.1,16.1,7.2,6.6,4.2,4.7,5.5,7.7,7.5,10.9,14.2,19.6,24.7,30.4,35.2,47.5,58.4,71.5,80.3,96.3,106,107.8,116.7,115.3,102.8,96.9,90.8,76.5,68.7,60.2,52.3,46.5,24600.5,40000,4,0,50,10,false
13.8,35.1,120.3,352.3,994.9,2243.1,3707.2,4473.2,3943.2,2813.5,1765.8,1070.5,641.3,373.9,213.6,123.7,74.3,42.2,25.8,12.4,8.7,6.5,5.9,5.7,4.7,7.4,11.5,12.2,14,17.5,26.2,33.7,39.3,52.3,65,70.2,85.7,87.2,109.7,106.1,114.3,115.2,101.9,93.6,87.3,76.4,67.4,59.3,52.1,45.2,24622.3,40000,4,4000,50,10,false
9.8,21.7,68.4,220.6,667.7,1761.6,3487.7,4699.5,4260.5,3030,1900.7,1156.3,677,392.2,227.6,131,78.8,45.2,26.2,14.6,8.1,6.5,3.9,5,4.5,6.5,6.3,9.8,10.9,17.2,20.7,22.8,31.6,42,48.5,59.3,73.3,87.3,97.9,107.6,112.3,109.7,112.7,107.8,95.9,88,79.9,66.4,61.5,50.2,24431.2,40000,4,8000,50,10,false
12.1,22.9,75.3,234.3,716.6,1828.6,3436.9,4545.5,4237.5,3018.6,1917.5,1154.4,660.3,400.3,236.3,130.3,72.8,42.7,24.1,14.7,8.4,7.3,6,5.4,5.3,5.9,7.4,10.6,12.2,15.9,21,25.3,34.8,43.8,50,63.9,74.3,86.3,93.6,103.1,111.2,113.2,109.7,101.3,98.9,90.1,84.4,76.1,64.3,52.4,24363.8,40000,4,12000,50,10,false
13.1,29.9,96.1,288.2,847.8,2117.3,3811.5,4696,4041.1,2718.1,1674,998.7,608.8,345.9,199.2,112.4,65.7,33.9,23.3,11.9,7.1,6.9,3.5,5.6,5.5,7.1,9.8,9.7,12.5,20.1,22.8,33,36.8,43.8,49.7,66.1,78.4,85.4,97.4,110.4,112.7,112.2,113.1,105.8,103.5,90.2,79.3,74.3,63.8,57.7,24357.1,40000,4,16000,50,10,false
17.8,40.4,136,421,1232.7,2670.2,4224.8,4525.9,3528.8,2300.1,1417.3,833.2,500.2,296.6,168.3,100.4,57.9,32.8,22.3,10.6,7,5.7,4.2,5,5.5,5.5,8.2,9.5,12.6,19,21.4,26.7,35.1,43.8,53.1,66.6,75,83.7,94.3,106,109.4,117.2,114.1,112.5,104.8,93.4,84.3,72.3,65.1,62,24160.3,40000,4,20000,50,10,false
15.1,38.8,126.2,388.4,1101.9,2487.8,4082,4581.2,3672.4,2425.2,1441.7,866.4,514.3,301.8,165.8,98.5,58.3,33.6,18.5,9.7,7.8,4.7,5.4,6,6.5,8,10.2,10,12,16.6,21.1,28,29.1,39.6,50.8,60.7,65.1,78.5,92.3,104.1,107.9,116,114.4,111.8,105.6,96.5,94.9,82.8,79.1,69.3,24062.4,40000,4,24000,50,10,false
12.4,28,90.6,292.2,857.6,2108.4,3845.3,4646,3912.7,2605.9,1537.9,945.9,569.5,331.2,199.7,115.2,64.8,39.8,21.4,11,8,6.1,5.4,3.4,5.1,4.9,5.6,7.7,10.9,11,14.3,16.7,21,31.2,28.6,37.8,49.8,62.8,66.5,77.3,93.6,99.6,109.6,109.4,116.7,115.7,108.5,103.2,101.1,84.4,23751.4,40000,4,28000,50,10,false
14.6,33.4,115.1,372.3,1064,2445.4,4032.7,4495,3598.1,2332.1,1446.2,863.8,517.1,284.8,171,100.4,55.2,31.5,20.7,11.6,7.4,5.8,3.8,3.5,3.7,6.9,6.9,8,9.3,13.3,18.5,21.9,23.9,34.4,36.3,46.7,54.4,66.4,68.7,86.5,94,99.2,113.9,109.4,118.1,114.7,111.3,103.8,93.8,86.8,23576.3,40000,4,32000,50,10,false
13.8,34.8,116.7,362.3,1017.7,2295.4,3820,4340.7,3614.1,2464.6,1529.4,933.5,550.1,323.7,187.2,109.1,58.5,36.8,21.6,11.7,7.2,4.7,4.2,3.8,4.5,5.1,4.2,6.3,7.9,8.1,11.3,13.7,14.3,19.4,23,28.3,32.9,39.8,45.8,61.8,64.2,79.3,86.9,99.2,111.9,121.1,110.6,117.5,115.9,115.3,23209.9,40000,4,36000,50,10,false
11.6,26.2,78.6,229.4,713,1712.8,3273.6,4295,4036.5,2833.2,1770.1,1081.4,661.3,391.6,211.8,129,72.6,39.8,25.1,13.5,9.3,5.6,3.9,2.6,4.2,5,4.9,6.5,6.4,7.8,9.7,9.5,12.4,14,18.8,20.5,26.2,32.3,36,45.4,49.5,61,69.7,76.4,82.9,93,104.7,107.9,105.1,117,22754.3,40000,4,40000,50,10,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,
