average daily cases day 1,average daily cases day 2,average daily cases day 3,average daily cases day 4,average daily cases day 5,average daily cases day 6,average daily cases day 7,average daily cases day 8,average daily cases day 9,average daily cases day 10,average daily cases day 11,average daily cases day 12,average daily cases day 13,average daily cases day 14,average daily cases day 15,average daily cases day 16,average daily cases day 17,average daily cases day 18,average daily cases day 19,average daily cases day 20,average daily cases day 21,average daily cases day 22,average daily cases day 23,average daily cases day 24,average daily cases day 25,average daily cases day 26,average daily cases day 27,average daily cases day 28,average daily cases day 29,average daily cases day 30,average daily cases day 31,average daily cases day 32,average daily cases day 33,average daily cases day 34,average daily cases day 35,average daily cases day 36,average daily cases day 37,average daily cases day 38,average daily cases day 39,average daily cases day 40,average daily cases day 41,average daily cases day 42,average daily cases day 43,average daily cases day 44,average daily cases day 45,average daily cases day 46,average daily cases day 47,average daily cases day 48,average daily cases day 49,average daily cases day 50,sum,N,I,P,T,runNumb,uniform
23.612,85.15,315.574,743.535,867.527,538.044,239.816,102.099,51.904,25.789,11.699,5.147,2.533,1.229,0.554,0.268,0.126,0.063,0.038,0.033,0.032,0.039,0.046,0.044,0.063,0.079,0.076,0.12,0.143,0.171,0.235,0.25,0.31,0.37,0.441,0.515,0.605,0.674,0.771,0.844,0.952,1.018,1.045,1.117,1.081,1.019,1.05,0.958,0.91,0.801,3030.519,5000,4,5000,50,1000,true
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.902,122.802,458.11,854.676,752.167,424.478,217.823,111.946,55.742,27.551,13.487,6.481,3.225,1.646,0.796,0.41,0.206,0.123,0.069,0.066,0.058,0.08,0.115,0.138,0.201,0.275,0.335,0.494,0.692,0.871,1.172,1.369,1.918,2.296,2.763,3.347,3.696,3.981,4.37,4.52,4.665,4.596,4.551,4.251,4.069,3.678,3.426,3.06,2.728,2.385,3148.806,5000,4,0,50,1000,false
26.74,123.073,459.49,849.935,752.327,427.061,216.42,111.166,55.229,26.776,13.133,6.34,3.083,1.558,0.729,0.379,0.182,0.11,0.069,0.048,0.065,0.082,0.13,0.138,0.203,0.262,0.341,0.489,0.665,0.847,1.08,1.41,1.746,2.146,2.624,3.004,3.32,3.605,3.918,4.14,4.164,4.115,4.029,3.956,3.719,3.325,3.124,2.808,2.627,2.286,3138.216,5000,4,500,50,1000,false
27.947,126.615,469.691,858.146,747.446,418.059,211.171,106.932,52.227,25.905,12.452,6.008,2.984,1.47,0.77,0.354,0.186,0.105,0.043,0.05,0.063,0.094,0.101,0.137,0.167,0.249,0.344,0.4,0.557,0.736,0.91,1.218,1.577,1.898,2.312,2.699,3.053,3.42,3.636,3.867,3.997,3.8,3.943,3.767,3.558,3.325,3.08,2.748,2.411,2.278,3128.906,5000,4,1000,50,1000,false
26.384,119.047,450.359,851.367,758.393,429.054,214.35,106.382,52.889,26.008,12.902,6.201,2.933,1.43,0.717,0.34,0.18,0.09,0.055,0.053,0.066,0.064,0.092,0.107,0.165,0.211,0.282,0.329,0.48,0.598,0.753,0.997,1.323,1.601,1.886,2.284,2.607,2.845,3.294,3.502,3.523,3.55,3.528,3.505,3.38,3.136,2.935,2.684,2.405,2.226,3113.492,5000,4,1500,50,1000,false
27.917,125.595,465.117,854.823,746.239,419.814,208.988,101.901,50.557,25.037,12.26,5.9,2.888,1.362,0.654,0.32,0.156,0.091,0.061,0.05,0.047,0.07,0.081,0.119,0.121,0.183,0.259,0.346,0.442,0.617,0.785,0.951,1.133,1.431,1.798,2.053,2.378,2.579,2.805,2.989,3.272,3.293,3.256,3.155,3.089,2.906,2.763,2.455,2.285,2.127,3099.518,5000,4,2000,50,1000,false
28.284,129.664,476.301,863.614,741.263,409.318,199.662,96.07,47.865,23.941,11.406,5.565,2.757,1.375,0.635,0.303,0.162,0.1,0.053,0.042,0.046,0.068,0.064,0.115,0.125,0.18,0.242,0.29,0.4,0.439,0.597,0.853,1.025,1.216,1.389,1.784,2.017,2.349,2.562,2.751,2.766,2.878,3.012,2.922,2.786,2.726,2.478,2.311,2.156,1.823,3082.75,5000,4,2500,50,1000,false
26.679,121.021,454.096,855.653,755.953,421.409,201.953,95.729,48.274,24.357,11.655,5.622,2.731,1.281,0.696,0.313,0.148,0.087,0.061,0.055,0.057,0.083,0.096,0.112,0.129,0.18,0.247,0.352,0.386,0.508,0.581,0.765,0.99,1.206,1.39,1.703,1.938,2.159,2.316,2.515,2.645,2.688,2.686,2.735,2.665,2.663,2.429,2.341,2.087,1.787,3070.212,5000,4,3000,50,1000,false
27.211,124.703,466.581,859.518,746.608,410.77,196.06,91.9,46.343,23.107,11.271,5.339,2.555,1.279,0.621,0.31,0.165,0.08,0.042,0.046,0.055,0.066,0.076,0.078,0.099,0.145,0.183,0.224,0.327,0.413,0.493,0.581,0.738,0.876,1.018,1.182,1.38,1.648,1.74,1.887,2.08,2.093,2.188,2.227,2.108,2.142,2.072,1.996,1.744,1.595,3047.963,5000,4,3500,50,1000,false
27.623,123.756,465.258,859.589,745.864,407.685,192.834,89.724,45.862,22.684,10.57,5.044,2.374,1.206,0.592,0.288,0.128,0.075,0.042,0.046,0.057,0.054,0.072,0.08,0.11,0.139,0.187,0.241,0.306,0.339,0.431,0.536,0.614,0.798,0.924,1.014,1.175,1.351,1.492,1.636,1.726,1.836,1.954,1.823,1.889,1.825,1.78,1.674,1.588,1.491,3030.386,5000,4,4000,50,1000,false
26.715,121.911,454.757,846.222,748.837,416.128,194.605,90.6,46.301,22.489,10.266,5.053,2.327,1.151,0.565,0.247,0.103,0.056,0.042,0.037,0.048,0.05,0.057,0.054,0.075,0.103,0.156,0.173,0.23,0.255,0.323,0.377,0.468,0.58,0.704,0.766,0.874,1.038,1.11,1.316,1.395,1.499,1.603,1.615,1.635,1.749,1.591,1.593,1.491,1.404,3012.744,5000,4,4500,50,1000,false
26.334,118.24,450.736,847.155,753.128,415.69,190.787,88.789,45.488,21.606,9.787,4.698,2.279,1.034,0.527,0.233,0.107,0.068,0.038,0.021,0.026,0.055,0.056,0.069,0.065,0.079,0.097,0.106,0.157,0.171,0.234,0.265,0.358,0.389,0.498,0.53,0.615,0.717,0.784,0.906,0.988,1.086,1.082,1.145,1.16,1.293,1.158,1.122,1.127,1.127,2994.21,5000,4,5000,50,1000,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.397,80.279,294.962,713.81,875.763,580.372,290.201,147.923,85.344,53.642,37.197,26.92,20.266,15.969,12.867,10.132,8.064,5.856,3.847,2.889,2.452,2.365,2.393,2.376,2.429,2.494,2.423,2.413,2.327,2.208,2.25,1.922,1.666,1.594,1.433,1.358,1.213,1.197,1.07,1.116,1.048,1.043,1.061,0.918,0.975,0.892,0.821,0.785,0.802,0.802,3336.546,5000,4,5000,50,1000,true
27.72,126.896,467.982,855.314,746.08,423.108,220.503,124.135,77.491,51.408,37.106,27.862,21.469,17.06,14.007,11.289,8.552,6.016,4.178,3.267,3.065,2.957,3.12,3.046,3.024,2.997,2.908,2.906,2.625,2.593,2.462,2.279,1.994,1.814,1.698,1.554,1.468,1.357,1.337,1.296,1.208,1.246,1.182,1.087,1.116,1.053,0.99,0.903,0.941,0.87,3328.539,5000,4,5000,50,1000,false
