average daily cases day 1,average daily cases day 2,average daily cases day 3,average daily cases day 4,average daily cases day 5,average daily cases day 6,average daily cases day 7,average daily cases day 8,average daily cases day 9,average daily cases day 10,average daily cases day 11,average daily cases day 12,average daily cases day 13,average daily cases day 14,average daily cases day 15,average daily cases day 16,average daily cases day 17,average daily cases day 18,average daily cases day 19,average daily cases day 20,average daily cases day 21,average daily cases day 22,average daily cases day 23,average daily cases day 24,average daily cases day 25,average daily cases day 26,average daily cases day 27,average daily cases day 28,average daily cases day 29,average daily cases day 30,average daily cases day 31,average daily cases day 32,average daily cases day 33,average daily cases day 34,average daily cases day 35,average daily cases day 36,average daily cases day 37,average daily cases day 38,average daily cases day 39,average daily cases day 40,average daily cases day 41,average daily cases day 42,average daily cases day 43,average daily cases day 44,average daily cases day 45,average daily cases day 46,average daily cases day 47,average daily cases day 48,average daily cases day 49,average daily cases day 50,sum,N,I,P,T,runNumb,uniform
14.931,33.28,95.65,244.619,482.682,650.24,570.816,356.481,190.966,106.348,60.593,32.918,17.33,9.334,5.065,2.769,1.421,0.812,0.438,0.293,0.241,0.222,0.242,0.253,0.334,0.359,0.42,0.5,0.613,0.73,0.858,1.081,1.301,1.518,1.718,2.06,2.423,2.713,3.183,3.506,3.805,4.254,4.393,4.714,4.805,5.011,5.023,4.924,4.646,4.475,2947.311,5000,4,5000,50,1000,true
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.592,50.529,166.893,409.016,637.166,626.902,444.427,268.827,154.889,86.961,47.991,26.434,14.29,7.822,4.289,2.401,1.313,0.743,0.441,0.27,0.245,0.319,0.375,0.507,0.592,0.816,1.022,1.388,1.789,2.348,3.01,3.732,4.707,5.638,6.707,7.699,8.475,9.163,9.488,9.65,9.629,9.169,8.833,8.166,7.382,6.713,6.15,5.298,4.73,4.335,3117.271,5000,4,0,50,1000,false
17.642,51.439,169.919,418.265,644.531,624.155,437.618,263.662,151.622,83.963,46.393,25.137,13.512,7.346,3.998,2.103,1.193,0.633,0.433,0.293,0.241,0.28,0.315,0.449,0.542,0.791,0.946,1.249,1.633,2.088,2.841,3.524,4.329,5.319,6.251,7.116,7.806,8.552,8.999,9.341,9.314,8.901,8.736,8.101,7.456,6.838,6.242,5.756,5.12,4.396,3107.329,5000,4,500,50,1000,false
17.076,50.188,166.866,411.902,640.996,625.868,438.544,264.795,151.664,84.645,46.556,25.426,13.604,7.534,4.01,2.124,1.189,0.727,0.438,0.295,0.251,0.264,0.352,0.471,0.572,0.755,0.906,1.169,1.622,2.02,2.61,3.245,4.145,4.927,5.722,6.639,7.628,8.402,8.729,9.104,9.283,9.107,8.756,8.327,7.833,7.192,6.508,5.891,5.336,4.679,3096.892,5000,4,1000,50,1000,false
17.832,51.447,169.766,415.614,642.332,622.975,435.492,259.477,146.937,81.415,45.564,24.157,13.4,7.212,3.957,2.105,1.162,0.599,0.377,0.287,0.245,0.273,0.303,0.445,0.506,0.678,0.866,1.137,1.611,1.87,2.27,2.996,3.636,4.68,5.285,6.072,6.97,7.752,8.262,8.624,9.038,8.934,8.868,8.446,8.065,7.347,6.825,6.179,5.717,5.068,3081.075,5000,4,1500,50,1000,false
17.579,50.93,167.097,412.133,642.38,622.032,433.659,258.005,144.683,80.371,44.075,24.432,13.117,7.021,3.806,2.002,1.109,0.582,0.37,0.263,0.244,0.259,0.328,0.4,0.431,0.607,0.787,0.995,1.305,1.626,2.163,2.653,3.3,3.984,4.769,5.498,6.235,7.005,7.648,8.166,8.202,8.295,8.216,8.141,7.746,7.253,6.761,6.243,5.763,5.002,3055.671,5000,4,2000,50,1000,false
17.581,50.792,168.206,412.558,641.793,620.895,432.413,252.4,140.773,78.558,43.439,23.7,12.868,6.828,3.764,2.078,1.142,0.656,0.383,0.256,0.241,0.26,0.315,0.377,0.473,0.602,0.719,0.929,1.183,1.548,1.874,2.446,2.961,3.502,4.23,4.929,5.796,6.269,7.082,7.332,7.709,8.057,7.95,7.819,7.796,7.297,6.826,6.471,5.822,5.42,3035.318,5000,4,2500,50,1000,false
17.422,50.109,167.595,412.395,640.829,619.864,428.342,250.351,137.909,77.685,42.93,23.129,12.594,6.942,3.756,1.9,1.099,0.598,0.387,0.258,0.2,0.248,0.255,0.338,0.436,0.563,0.656,0.803,1.051,1.318,1.56,2.067,2.489,3.18,3.711,4.269,5.004,5.801,6.271,6.878,7.252,7.452,7.729,7.745,7.553,7.249,6.683,6.469,5.953,5.5,3012.777,5000,4,3000,50,1000,false
17.558,49.862,166.921,413.341,640.22,618.209,425.616,245.411,135.529,76.073,42.044,22.966,12.262,6.624,3.508,1.95,1.037,0.562,0.334,0.219,0.217,0.206,0.252,0.318,0.352,0.465,0.573,0.724,0.854,1.081,1.41,1.735,2.032,2.554,3.081,3.689,4.118,4.686,5.243,5.761,6.099,6.452,6.694,6.854,7.036,6.722,6.518,6.117,5.753,5.474,2983.316,5000,4,3500,50,1000,false
17.775,51.854,171.359,417.059,640.878,610.71,416.328,237.975,131.295,73.704,41.595,22.141,11.865,6.35,3.431,1.846,0.966,0.586,0.325,0.217,0.219,0.233,0.267,0.315,0.37,0.465,0.523,0.672,0.915,0.984,1.264,1.57,1.929,2.363,2.646,3.264,3.67,4.182,4.596,5.118,5.405,5.993,5.982,6.091,6.035,6.057,5.806,5.419,5.136,4.815,2950.563,5000,4,4000,50,1000,false
17.493,49.48,165.436,408.581,633.724,611.674,419.366,239.263,131.281,73.849,41.221,22.021,11.809,6.381,3.468,1.893,1.017,0.544,0.356,0.232,0.223,0.236,0.266,0.317,0.305,0.421,0.477,0.613,0.694,0.916,1.064,1.232,1.568,1.844,2.246,2.587,2.986,3.357,3.821,4.223,4.683,5.001,5.369,5.365,5.684,5.718,5.597,5.473,5.228,4.859,2921.462,5000,4,4500,50,1000,false
17.701,50.778,169.768,414.003,634.371,608.187,410.809,230.574,127.335,73.107,39.984,21.078,11.089,6.081,3.283,1.679,0.902,0.525,0.322,0.203,0.185,0.219,0.251,0.277,0.338,0.372,0.435,0.498,0.58,0.678,0.826,1.007,1.212,1.439,1.698,1.976,2.302,2.664,2.902,3.336,3.664,3.97,4.356,4.457,4.62,4.639,4.603,4.709,4.627,4.318,2888.937,5000,4,5000,50,1000,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.322,33.669,96.138,247.251,491.715,674.753,609.071,405.357,236.554,139.169,88.018,59.076,41.592,31.021,23.777,18.923,15.214,12.149,9.215,6.848,5.027,4.1,3.688,3.492,3.481,3.386,3.331,3.285,3.123,3.038,2.98,2.593,2.587,2.346,2.086,1.899,1.736,1.625,1.578,1.516,1.428,1.378,1.264,1.249,1.179,1.171,1.155,1.091,1.02,1.011,3323.675,5000,4,5000,50,1000,true
17.645,50.901,168.898,415.498,645.438,627.417,442.573,275.563,170.474,110.5,76.53,55.242,41.414,31.955,25.707,20.554,16.5,13.134,9.785,7.339,5.888,5.223,4.823,4.891,4.684,4.572,4.44,4.269,4.082,3.958,3.78,3.462,3.067,2.871,2.536,2.3,2.325,2.109,2.06,1.919,1.836,1.826,1.745,1.626,1.612,1.5,1.414,1.417,1.386,1.294,3311.982,5000,4,5000,50,1000,false
